epoch,train_loss,train_acc,val_loss,val_acc
1,1.5907443230695064,0.4435014930064435,1.568212393706805,0.47909024211298606
2,1.5069731161239555,0.4827911362564828,1.4367888962968867,0.47909024211298606
3,1.4275542815001754,0.4827911362564828,1.4211061157379095,0.47909024211298606
4,1.4189773169999675,0.4827911362564828,1.4185827933771158,0.47909024211298606
5,1.4159343400579305,0.4827911362564828,1.4166538990864574,0.47909024211298606
6,1.4128343568701762,0.4827911362564828,1.4148701816819123,0.47909024211298606
7,1.4116940124593553,0.48326261197548326,1.4133453428614078,0.47909024211298606
8,1.4105627000022756,0.48389124626748387,1.4132033844511909,0.47909024211298606
9,1.4104502546174635,0.48404840484048406,1.4130584762451497,0.47909024211298606
10,1.4099429879532508,0.4843627219864844,1.4129198421385913,0.47909024211298606
11,1.4100959522814454,0.48514851485148514,1.4127819901079441,0.4812912692589875
12,1.4095605614424014,0.48656294200848654,1.4126377547390743,0.4842259721203228
13,1.4096899875844404,0.4884488448844885,1.4124964782619687,0.48495964783565665
14,1.4090770747551804,0.4884488448844885,1.412355250500618,0.48642699926632427
15,1.4089995326250955,0.4893917963224894,1.4123406475813005,0.48642699926632427
16,1.4092815243821277,0.4875058934464875,1.4123272823220392,0.48642699926632427
17,1.408965908392559,0.4892346377494892,1.4123130141158184,0.48642699926632427
18,1.4091735048037777,0.4893917963224894,1.412299354462963,0.4871606749816581
19,1.4093436290309918,0.4892346377494892,1.4122857412518777,0.4871606749816581
20,1.409494549958713,0.4890774791764891,1.4122731586807542,0.4871606749816581
